tabled_Innskudd,tabled_Antall eiere,tabled_Hjuldrift,tabled_1. gang registrert,tabled_Antall seter,tabled_Drivstoff,title,tabled_Antall dører,tabled_Bilen står i,tabled_Reg.nr.,tabled_Salgsform,tabled_Avgiftsklasse,price,tabled_Str. lasterom,tabled_Km.stand,place,tabled_Årsmodell,tabled_CO2 utslipp,tabled_Hjuldriftnavn,tabled_Karosseri,tabled_Årsavgift,tabled_Pris eks omreg,tabled_Vekt,tabled_Girkasse,tabled_Fargebeskrivelse,tabled_Farge,tabled_Omregistrering,id,tabled_Forrige pris,tabled_Effekt,tabled_Sylindervolum,tabled_Interiørfarge
,,Firehjulsdrift,01.01.2007,5,Diesel,Nissan X-Trail,5,Norge,,Bruktbil til salgs,Personbil,56660,,188000,2840 Reinsvoll,2007,,,SUV/Offroad,Inklusiv,53000,,Manuell,,Grå,3660,98165169,,136,2 184 l,
,,Forhjulsdrift,09.02.2009,5,Diesel,Mercedes-Benz B-Klasse,5,Norge,,Bruktbil til salgs,Personbil,109000,,85000,3915 Porsgrunn,2008,161 g/km,,Flerbruksbil,Inklusiv,105340,,Automat,Cosmos sort,Svart,3660,98162313,,109,2 l,Sort delskinn
,1,Forhjulsdrift,05.01.2015,5,Diesel,Nissan X-Trail,5,Norge,BT17921,Bruktbil til salgs,Personbil,319000,550 l,33000,3414 Lierstranda,2015,,,SUV/Offroad,Inklusiv,312936,1 500 kg,Manuell,Hvit,Hvit,6064,98166259,,131,"1,6 l",Svart Skinn
,3,Bakhjulsdrift,21.11.2006,5,Diesel,Mercedes-Benz E-Klasse,,Norge,DL50932,Bruktbil til salgs,Personbil,61569,,292887,1084 Oslo,2005,175 g/km,,Sedan,Inklusiv,60000,1 560 kg,Automat,,Sølv,1569,96038834,,122,"2,1 l",
,2,Forhjulsdrift,27.11.2007,7,Diesel,Citroen Grand C4 Picasso,5,Norge,PP74213,Bruktbil til salgs,Personbil,24660,,250000,4634 Kristiansand,2007,150 g/km,,Flerbruksbil,Inklusiv,21000,1 539 kg,Automat,metalic,Beige,3660,98164903,,109,"1,6 l",
,7,Bakhjulsdrift,03.06.2002,5,Bensin,BMW 7-serie,4,Norge,ST66099,Bruktbil til salgs,Personbil,141538,,188000,5574 Skjold,2001,259 g/km,,Sedan,Inklusiv,140000,1 860 kg,Automat,,Sølv,1538,76365850,,272,"3,5 l",
,2,Forhjulsdrift,13.07.2001,5,Bensin,Toyota Yaris,,Norge,RH83578,Bruktbil til salgs,Personbil,16569,,110000,4016 Stavanger,1999,,,Kombi 5-dørs,Ikke inklusiv,15000,900 kg,Manuell,,Gull,1569,98164534,,,0 l,
,,Firehjulsdrift,16.11.2011,5,Diesel,Volkswagen Amarok,,Norge,LS76447,Bruktbil til salgs,Personbil,371255,,108000,2960 Røn,2012,,,Pickup,Inklusiv,370000,1 918 kg,Manuell,,Hvit,1255,98164638,,163,2 l,
,1,Firehjulsdrift,02.09.2014,2,Diesel,Toyota HiLux,4,Norge,UF64130,Bruktbil til salgs,Varebil,337987,,22500,6010 Ålesund,2014,227 g/km,,Pickup,Ikke inklusiv,336000,1 980 kg,Automat,,Grå,1987,96697777,,171,3 l,
,1,Firehjulsdrift,06.05.2005,5,Diesel,Toyota RAV4,5,Norge,PD15308,Bruktbil til salgs,Personbil,53569,,210600,8023 Bodø,2003,190 g/km,4WD,SUV/Offroad,Ikke inklusiv,52000,1 370 kg,Manuell,,Grønn,1569,98163839,,116,2 l,
,2,Forhjulsdrift,14.12.2009,5,Diesel,Renault Megane,5,Norge,LY67875,Bruktbil til salgs,Personbil,58660,,146364,3158 Andebu,2009,115 g/km,,Stasjonsvogn,,55000,1 250 kg,Manuell,,Svart,3660,98163048,,90,"1,5 l",
,1,Bakhjulsdrift,13.10.2016,4,Bensin,Mercedes-Benz C-Klasse,2,Norge,AS50644,Bruktbil til salgs,Personbil,519900,,5100,1617 Fredrikstad,2017,,,Coupe,Inklusiv,513836,1 430 kg,Automat,,Hvit,6064,98165528,,156,"1,6 l",Rød
,1,Forhjulsdrift,23.09.2013,5,Diesel,Volvo V40,5,Norge,RK65465,Bruktbil til salgs,Personbil,173660,,46600,4029 Stavanger,2013,99 g/km,,Kombi 5-dørs,Ikke inklusiv,170000,1 282 kg,Manuell,,Grå,3660,98161561,,114,"1,6 l",svart og grå
,7,Forhjulsdrift,06.05.1997,4,Bensin,Toyota Celica,3,Norge,YA42122,Bruktbil til salgs,Personbil,7569,,190000,2750 Gran,1997,,,Coupe,Ikke inklusiv,6000,1 095 kg,Manuell,,Rød,1569,98164102,,116,"1,8 l",
,2,Bakhjulsdrift,14.05.2010,5,Diesel,Mercedes-Benz E-Klasse,4,Norge,FT32120,Bruktbil til salgs,Personbil,178660,,225000,2020 Skedsmokorset,2010,162 g/km,,Sedan,Inklusiv,175000,1 660 kg,Automat,Obsidansvart metallic,Svart,3660,98023184,,170,"2,1 l",Svart delskinn
,1,Bakhjulsdrift,26.10.2007,5,Diesel,BMW 3-serie,5,Norge,DL76056,Bruktbil til salgs,Personbil,113660,,66000,0779 Oslo,2007,125 g/km,,Stasjonsvogn,Ikke inklusiv,110000,1 505 kg,Manuell,Metallic,Grå,3660,98163003,,136,2 l,Svart
,,Firehjulsdrift,13.04.2015,5,Diesel,Skoda Octavia,5,Norge,LS83772,Bruktbil til salgs,Personbil,269900,,44900,3007 Drammen,2015,,,Stasjonsvogn,Ikke inklusiv,263836,1 360 kg,Manuell,METAL GREY MET,Grå,6064,98165368,,105,"1,6 l",BLACK
,2,Firehjulsdrift,11.04.2011,5,Diesel,Volkswagen Passat,5,Norge,BS22422,Bruktbil til salgs,Personbil,184660,,138000,3027 Drammen,2011,139 g/km,,Stasjonsvogn,Ikke inklusiv,181000,,Manuell,Islandgrå perlef,Grå,3660,98049594,,140,2 l,sort
,5,Firehjulsdrift,30.12.2009,5,Diesel,Mercedes-Benz M-Klasse,5,Norge,BR90377,Bruktbil til salgs,Personbil,289000,,194000,2052 Jessheim,2007,254 g/km,4-Matic,SUV/Offroad,Inklusiv,285340,2 110 kg,Automat,Obsidian Metallic,Svart,3660,98134499,,224,3 l,Sort
,,Forhjulsdrift,16.09.2009,5,Diesel,Toyota Avensis,5,Norge,LS72027,Bruktbil til salgs,Personbil,139000,543 l,207000,3271 Larvik,2009,,,Stasjonsvogn,Ikke inklusiv,135340,1 560 kg,Automat,,Svart,3660,98165273,,150,"2,2 l",
,1,Forhjulsdrift,24.01.2013,5,Diesel,Volvo V70,5,Norge,RK55449,Bruktbil til salgs,Personbil,153000,,103000,4049 Hafrsfjord,2012,119 g/km,,Stasjonsvogn,Inklusiv,149340,1 537 kg,Manuell,Metallic,Blå,3660,90164949,,114,"1,6 l",
,,Firehjulsdrift,10.09.2014,5,Diesel,Volkswagen Golf,,Norge,,Bruktbil til salgs,Personbil,229900,,89487,3946 Porsgrunn,2014,,,,Inklusiv,223836,1 396 kg,Manuell,REFLEX SØLV,Sølv,6064,98165201,,150,2 l,SORT DELSKINN
,1,Forhjulsdrift,16.12.2014,5,Diesel,Volkswagen Golf,5,Norge,KJ13355,Bruktbil til salgs,Personbil,269900,,59900,3007 Drammen,2015,,,Stasjonsvogn,Ikke inklusiv,263836,1 335 kg,Automat,DYP SORT PERLMET.,Svart,6064,98165199,,105,"1,6 l",TITANSORT
,,Forhjulsdrift,15.03.2012,5,Diesel,Mercedes-Benz B-Klasse,5,Norge,AS32042,Bruktbil til salgs,Personbil,189000,488 l,71500,3105 Tønsberg,2012,,,Kombi 5-dørs,Ikke inklusiv,185340,1 430 kg,Automat,,Rød,3660,98165130,,109,"1,8 l",Sort
,,Forhjulsdrift,02.08.2007,4,Bensin,Toyota Aygo,5,Norge,,Bruktbil til salgs,Personbil,45000,,73000,0661 Oslo,2007,109 g/km,,Kombi 5-dørs,Ikke inklusiv,42386,,Manuell,,Rød,2614,98164007,,68,1 l,Sort
,,Bakhjulsdrift,"21,09,2004",5,Bensin,BMW 1-serie,5,Norge,DK86928,Bruktbil til salgs,Personbil,63569,,119800,3414 Lierstranda,2005,181 g/km,,Kombi 5-dørs,Inklusiv,62000,,Manuell,,Blå,1569,98162518,,116,"1,6 l",
,1,Forhjulsdrift,15.08.2016,7,Diesel,BMW 2-serie,5,Norge,RL13175,Bruktbil til salgs,Personbil,349000,560 l,17000,4033 Stavanger,2016,,,Flerbruksbil,Inklusiv,,1 470 kg,Manuell,Safirsvart,Svart,Fritatt,98164681,,116,"1,5 l",Antrasitt
,,Firehjulsdrift,,5,Bensin,Toyota RAV4,,Norge,ar88599,Bruktbil til salgs,Personbil,36569,,285000,3271 Larvik,2000,,,SUV/Offroad,Inklusiv,35000,,Automat,,Sølv,1569,97921456,,150,2 l,
,,Firehjulsdrift,,3,Diesel,Toyota HiAce,,Norge,cf18174,Bruktbil til salgs,Varebil,23046,,311000,3271 Larvik,2002,,,Kasse,Inklusiv,22000,,Manuell,,Grønn,1046,97921053,,102,"2,5 l",
,2,Bakhjulsdrift,18.02.2004,5,Diesel,Mercedes-Benz E-Klasse,4,Norge,SD21166,Bruktbil til salgs,Personbil,26569,,260000,5223 Nesttun,2001,177 g/km,,Sedan,Ikke inklusiv,25000,1 540 kg,Automat,Ocidan metallic,Svart,1569,98160781,,143,"2,1 l",Designo skinninteriør
,,Forhjulsdrift,,5,Elektrisitet+bensin,Toyota Auris,,Norge,,Bruktbil til salgs,Personbil,259064,,34750,7044 Trondheim,2015,,,Stasjonsvogn,Ikke inklusiv,253000,,Automat,pearl white metalic,Hvit,6064,98164370,,,,svart delskinn
,1,Firehjulsdrift,14.09.2012,5,Bensin,Subaru XV,5,Norge,KH86212,Bruktbil til salgs,Personbil,218660,,87700,3400 Lier,2012,153 g/km,,Kombi 5-dørs,,215000,1 380 kg,Automat,,Sølv,3660,98163248,,150,2 l,Sort skinn
,3,Forhjulsdrift,23.11.2009,5,Diesel,Volkswagen Golf,5,Norge,DN31213,Bruktbil til salgs,Personbil,103660,,144206,7263 Hamarvik,2010,123 g/km,,Kombi 5-dørs,,100000,1 262 kg,Automat,,Svart,3660,98163799,,105,"1,6 l",
,,Bakhjulsdrift,,5,Elektrisitet+bensin,Mercedes-Benz E-Klasse,4,Norge,,Bruktbil til salgs,Personbil,799000,,5,1814 Askim,2017,,,Sedan,Ikke inklusiv,,,Automat,Citrinbrown metallic,Brun,Inklusiv,98164272,,279,0 l,Macchiato beige/ Espresso brown
,,Firehjulsdrift,12.06.2014,2,Diesel,Toyota Land Cruiser,5,Norge,LS82075,Bruktbil til salgs,Varebil,489000,,38000,3271 Larvik,2014,,,SUV/Offroad,Ikke inklusiv,487013,2 155 kg,Automat,Sølv met,Sølv,1987,98164277,,190,3 l,Mørk
,2,Forhjulsdrift,23.03.2012.,5,Diesel,Volkswagen Golf,5,Norge,KT83204,Bruktbil til salgs,Personbil,159660,,45000,3027 Drammen,2012,119 g/km,,Kombi 5-dørs,Ikke inklusiv,156000,,Manuell,Dyp sort perlmet,Svart,3660,98050562,,105,"1,6 l",sort
,1,Firehjulsdrift,19.12.2014,3,Diesel,Volkswagen Transporter,,Norge,,Bruktbil til salgs,Varebil,299000,,46000,7387 Singsås,2015,,,Kasse,Inklusiv,297052,,Manuell,Natural grey,Grå,1948,82843147,,140,2 l,
,,Bakhjulsdrift,23.07.2003,5,Diesel,Mercedes-Benz E-Klasse,,Norge,PD26828,Bruktbil til salgs,Personbil,109569,,112000,4560 Vanse,2004,,,Sedan,Inklusiv,108000,1 565 kg,Automat,,Blå,1569,98164175,,150,"2,1 l",Sort
,3,Forhjulsdrift,24.04.2012,7,Diesel,Volkswagen Touran,5,Norge,ZT47310,Bruktbil til salgs,Personbil,158900,,90476,9515 Alta,2012,121 g/km,,Flerbruksbil,Inklusiv,155240,1 515 kg,Manuell,,Beige,3660,98153705,,105,"1,6 l",
,2,Forhjulsdrift,25.03.1997,5,Bensin,Volkswagen Golf,5,Norge,TV60080,Bruktbil til salgs,Personbil,11000,,91000,3039 Drammen,1997,,,Stasjonsvogn,Inklusiv,9431,1 180 kg,Manuell,,Blå,1569,98162529,,101,"1,6 l",
,,Firehjulsdrift,21.02.2011,5,Diesel,Skoda Octavia,5,Norge,,Bruktbil til salgs,Personbil,139000,600 l,185000,1788 Halden,2011,,,Stasjonsvogn,Ikke inklusiv,,1 400 kg,Manuell,,Hvit,Ikke oppgitt,98163916,,105,,Skinn
,2,Forhjulsdrift,11.06.2010,3,Diesel,Citroen Berlingo,5,Norge,,Bruktbil til salgs,Varebil,69500,,93187,1617 Fredrikstad,2010,,,Kasse,Ikke inklusiv,68245,1 433 kg,Manuell,Grå Alu metallic,Sølv,1255,98163880,,75,"1,6 l",Sort/grå
,,Firehjulsdrift,25.08.2011,5,Diesel,Audi Q5,1,Norge,AE30987,Bruktbil til salgs,Personbil,339000,,95129,1710 Sarpsborg,2012,,,SUV/Offroad,Ikke inklusiv,335340,1 820 kg,Automat,FANTOMSORT,Svart,3660,98163878,,170,2 l,SORT/SORT/SORT-VEL
,,Forhjulsdrift,27.11.2015,5,Bensin,Mitsubishi Space Star,5,Norge,PD55043,Bruktbil til salgs,Personbil,119000,,17000,4900 Tvedestrand,2015,,,Kombi 5-dørs,Ikke inklusiv,115027,845 kg,Manuell,,Grå,3973,98163669,,71,1 l,
,6,Firehjulsdrift,14.11.2000,5,Diesel,Audi A6 allroad,5,Norge,PP31783,Bruktbil til salgs,Personbil,49000,,237000,7020 Trondheim,2001,,QUATTRO,Stasjonsvogn,Inklusiv,47431,1 875 kg,Automat,,Svart,1569,96168377,,179,"2,5 l",Svart
,1,Forhjulsdrift,28.02.2013,5,Bensin,Peugeot 208,5,Norge,,Bruktbil til salgs,Personbil,132000,,18429,7075 Tiller,2013,,,Kombi 5-dørs,Ikke inklusiv,129386,975 kg,Manuell,GRÅ SHARK,Grå,2614,98163617,,68,1 l,Sort
,,Firehjulsdrift,12.07.2004,5,Bensin,Suzuki Liana,5,Norge,ST93316,Bruktbil til salgs,Personbil,23769,,112000,5134 Flaktveit,2004,180 g/km,,Stasjonsvogn,Inklusiv,22200,1 230 kg,Manuell,,Rød,1569,98162967,,106,"1,6 l",Sort
,,Forhjulsdrift,,7,Bensin,Peugeot 307,,Norge,,Bruktbil til salgs,Personbil,39000,,121870,4306 Sandnes,2004,178 g/km,,Stasjonsvogn,Inklusiv,37431,,Manuell,,Sølv,1569,98161058,,109,"1,6 l",
,1,Firehjulsdrift,27.11.2012,5,Diesel,Audi A4 allroad,5,Norge,DP13730,Bruktbil til salgs,Personbil,319000,,108500,4636 Kristiansand,2013,,,Stasjonsvogn,Inklusiv,315340,1 670 kg,Automat,LAVAGRÅ,Grå,3660,98163369,,177,2 l,SORT
,4,Forhjulsdrift,28.12.2007,3,Diesel,Citroen Jumpy,5,Norge,PX50078,Bruktbil til salgs,Varebil,61255,,103000,4516 Mandal,2007,191 g/km,,Kasse,Inklusiv,60000,1 670 kg,Manuell,,Grå,1255,98163021,,90,"1,6 l",
,,Bakhjulsdrift,15.11.2003,2,Bensin,Mercedes-Benz SL,2,Norge,BT48435,Bruktbil til salgs,Personbil,539969,,85000,1580 Rygge,2004,,,Cabriolet,Inklusiv,538400,1 880 kg,Automat,,Hvit,1569,98163356,,500,"5,4 l",SORT SKINN
,,Bakhjulsdrift,15.11.2003,2,Bensin,Mercedes-Benz SL,2,Norge,BT48435,Bruktbil til salgs,Personbil,539969,,85000,1580 Rygge,2004,,,Cabriolet,Inklusiv,538400,1 880 kg,Automat,,Hvit,1569,98163357,,500,"5,4 l",SORT SKINN
,4,Bakhjulsdrift,26.07.2007,3,Diesel,Mercedes-Benz Sprinter,,Norge,JD46718,Bruktbil til salgs,Varebil,44990,,392457,2015 Leirsund,2004,,,Kasse,Ikke inklusiv,,2 672 kg,Manuell,,Hvit,Fritatt,98162341,,129,"2,1 l",
,,Forhjulsdrift,21.03.2012,5,Diesel,Peugeot 508,5,Norge,,Bruktbil til salgs,Personbil,199000,560 l,79591,7075 Tiller,2012,,,Stasjonsvogn,Ikke inklusiv,195340,1 500 kg,Manuell,GRÅ HARIA,Grå,3660,98163208,,140,2 l,
,1,Firehjulsdrift,29.02.2016,7,Elektrisitet,Tesla Model S,5,Norge,EL87742,Bruktbil til salgs,Personbil,599064,,19000,9409 Harstad,2016,,,Kombi 5-dørs,Ikke inklusiv,593000,2 081 kg,Automat,,Grå,6064,98154752,,332,0 l,
,,Forhjulsdrift,23.03.2010,5,Diesel,Volkswagen Golf,,Norge,,Bruktbil til salgs,Personbil,92000,,98000,0661 Oslo,2010,118 g/km,,Kombi 5-dørs,Ikke inklusiv,88340,,Manuell,,Grå,3660,98162247,,90,"1,6 l",
,,Bakhjulsdrift,28.12.2016,5,Bensin,Mercedes-Benz E-Klasse,4,Norge,,Bruktbil til salgs,Personbil,595000,540 l,1500,1473 Lørenskog,2017,,,Sedan,Ikke inklusiv,588936,1 530 kg,Automat,Iridiumsølv metallic,Sølv,6064,98163091,,184,2 l,Sort AMG
,,Forhjulsdrift,19.07.2012,5,Bensin,Toyota Avensis,,Norge,,Bruktbil til salgs,Personbil,209660,,64000,7044 Trondheim,2012,,,Sedan,Ikke inklusiv,206000,,Automat,titanblåsvart met,Blå,3660,98162867,,147,,svart delskinn
,,Forhjulsdrift,23.03.2012,5,Diesel,Volkswagen Golf,5,Norge,LJ46275,Bruktbil til salgs,Personbil,129000,350 l,97000,3271 Larvik,2012,,,Kombi 5-dørs,Ikke inklusiv,125340,1 243 kg,Manuell,,Svart,3660,98163056,,105,"1,6 l",
,4,Firehjulsdrift,01.06.2005,5,Diesel,Toyota Land Cruiser,,Norge,,Bruktbil til salgs,Personbil,196569,,300000,3518 Hønefoss,2005,,,SUV/Offroad,Inklusiv,195000,2 120 kg,Automat,,Grå,1569,98162593,,166,3 l,
,,Forhjulsdrift,08.05.2015,2,Diesel,Opel Combo,5,Norge,,Bruktbil til salgs,Varebil,175000,925 l,42900,1788 Halden,2015,,,Kasse,Ikke inklusiv,,1 430 kg,Manuell,,Hvit,Ikke oppgitt,98162935,,105,,
,1,Forhjulsdrift,04.10.2016,5,Bensin,Mercedes-Benz CLA,5,Norge,,Bruktbil til salgs,Personbil,419000,495 l,16000,1661 Rolvsøy,2017,,,Stasjonsvogn,Ikke inklusiv,412936,1 385 kg,Automat,Fjellgrå met.,Grå,6064,98162984,,122,"1,6 l",Svart
,,,17.12.2007,4,Diesel,BMW 3-serie,,Norge,,Bruktbil til salgs,Personbil,199000,,137000,3048 Drammen,2008,,,Coupe,Ikke inklusiv,,1 445 kg,Automat,,Rød,Inklusiv,98162878,,177,2 l,
,2,Bakhjulsdrift,22.06.2004,2,Bensin,Morgan Plus 8,,Norge,PP52940,Bruktbil til salgs,Personbil,500000,,45000,4640 Søgne,1985,,,Cabriolet,Inklusiv,,856 kg,Manuell,Indigo blue,Blå,Fritatt,96197924,,190,"3,9 l",
,2,Forhjulsdrift,10.02.2011,5,Bensin,Alfa Romeo Giulietta,5,Norge,AA59103,Bruktbil til salgs,Personbil,150000,,125000,1580 Rygge,2011,134 g/km,,Kombi 5-dørs,Inklusiv,146400,1 290 kg,Manuell,,Svart,3600,98125072,,170,"1,4 l",
,,Forhjulsdrift,,5,Elektrisitet+bensin,Toyota Auris,,Norge,,Bruktbil til salgs,Personbil,319900,,5,7044 Trondheim,2017,,,Stasjonsvogn,Ikke inklusiv,,,Automat,light bronze met,Bronse,Fritatt,98162723,,,,delskinn
,,Forhjulsdrift,04.03.2013,5,Bensin,Volkswagen Golf,5,Norge,JD68501,Bruktbil til salgs,Personbil,179000,,105000,2815 Gjøvik,2013,,,Kombi 5-dørs,Ikke inklusiv,176386,1 196 kg,Automat,REFLEXSØLV METALLIC,Grå,2614,98162854,,122,"1,4 l",TITANSORT
,,Bakhjulsdrift,28.12.2016,5,Bensin,Mercedes-Benz E-Klasse,4,Norge,,Bruktbil til salgs,Personbil,595000,540 l,1500,1473 Lørenskog,2017,,,Sedan,Ikke inklusiv,588936,1 530 kg,Automat,Selenitegrå metallic,Grå,6064,98162818,,184,2 l,Sort AMG
,,Forhjulsdrift,28.10.2009,5,Diesel,Ford Fiesta,,Norge,,Bruktbil til salgs,Personbil,39000,,174000,3048 Drammen,2010,,,Kombi 3-dørs,Ikke inklusiv,,1 043 kg,Manuell,,Rød,Inklusiv,98162791,,75,"1,6 l",
,,Forhjulsdrift,27.05.2014,5,Bensin,Audi A3,5,Norge,AE41483,Bruktbil til salgs,Personbil,239000,,38590,1710 Sarpsborg,2014,,,Kombi 5-dørs,Ikke inklusiv,235027,1 180 kg,Manuell,ISBREHVIT,Hvit,3973,98162749,,105,"1,2 l",SORT
,3,Forhjulsdrift,27.11.2002,5,Bensin,Toyota Corolla,5,Norge,,Bruktbil til salgs,Personbil,32569,,254000,5363 Ågotnes,2002,159 g/km,,Kombi 5-dørs,,31000,1 135 kg,Manuell,,Sølv,1569,98162360,,97,"1,4 l",
,2,Firehjulsdrift,29.11.2007,5,Diesel,Audi A4,5,Norge,NF30713,Bruktbil til salgs,Personbil,36569,,280000,3090 Hof,2003,167 g/km,Quattro,Stasjonsvogn,Ikke inklusiv,35000,1 540 kg,Manuell,,Svart,1569,98161827,,131,"1,9 l",Svart
,,Bakhjulsdrift,,4,Bensin,Nissan 200 SX,,Norge,DK45568,Bruktbil til salgs,Personbil,101569,,128000,5583 Vikedal,1998,,,Coupe,Inklusiv,100000,1 265 kg,Manuell,,Grønn,1569,98161697,,200,2 l,
,,Forhjulsdrift,18.12.2012,5,Bensin,Volkswagen Golf,5,Norge,JD65101,Bruktbil til salgs,Personbil,229000,,36000,2815 Gjøvik,2013,,,Kombi 5-dørs,Ikke inklusiv,225340,1 221 kg,Manuell,REFLEXSØLV METALLIC,Sølv,3660,98162513,,140,"1,4 l",TITANSORT
,,Forhjulsdrift,30.05.2014,4,Bensin,Volkswagen UP!,5,Norge,AE41487,Bruktbil til salgs,Personbil,99000,,32195,1710 Sarpsborg,2014,,,Kombi 5-dørs,Ikke inklusiv,95027,865 kg,Manuell,CANDYHVIT,Hvit,3973,98162444,,60,1 l,ANTR
,5,Bakhjulsdrift,16.05.2008,4,Bensin,BMW 1-serie,2,Norge,RJ86126,Bruktbil til salgs,Personbil,163660,,111200,2624 Lillehammer,2008,158 g/km,,Cabriolet,Inklusiv,160000,1 430 kg,Manuell,Sort,Svart,3660,98161791,,170,2 l,Sort
,1,Forhjulsdrift,26.04.2013,5,Bensin,Volkswagen Golf,5,Norge,BS70159,Bruktbil til salgs,Personbil,163999,,41125,0890 Oslo,2013,123 g/km,,Kombi 5-dørs,Inklusiv,161385,1 172 kg,Manuell,,Sølv,2614,98160044,,122,"1,4 l",grå
,1,Firehjulsdrift,,2,Diesel,Hyundai Grand Santa Fe,5,Norge,,Bruktbil til salgs,Varebil,409000,,35000,4580 Lyngdal,2015,,,SUV/Offroad,Ikke inklusiv,407013,,Automat,,Svart,1987,98160245,,197,"2,2 l",Sort
,2,Forhjulsdrift,28.08.2012,4,Bensin,Volkswagen Beetle,3,Norge,KT84117,Bruktbil til salgs,Personbil,159000,,83000,3340 Åmot,2013,153 g/km,,Kombi 3-dørs,Ikke inklusiv,,1 284 kg,Manuell,,Rød,Fritatt,86266629,,160,"1,4 l",
,,Forhjulsdrift,03.12.2013,5,Diesel,Volvo V60,5,Norge,BD85230,Bruktbil til salgs,Personbil,249000,575 l,66461,1711 Sarpsborg,2014,,,Stasjonsvogn,Ikke inklusiv,245340,1 460 kg,Manuell,,Rød,3660,98162223,,114,"1,6 l",
,6,Bakhjulsdrift,05.08.1999,5,Bensin,BMW 3-serie,,Norge,HS79811,Bruktbil til salgs,Personbil,26538,,250000,3300 Hokksund,1994,,,Coupe,Ikke inklusiv,25000,1 240 kg,Manuell,,Grønn,1538,87911857,,140,"1,8 l",
,2,Forhjulsdrift,06.01.2016,5,Elektrisitet,Volkswagen Golf,5,Norge,EL85979,Bruktbil til salgs,Personbil,235000,,17890,7500 Stjørdal,2016,,,Kombi 5-dørs,Ikke inklusiv,228936,1 510 kg,Automat,,Grå,6064,95470375,,116,0 l,
,1,Bakhjulsdrift,"06,08,2001",5,Diesel,Mercedes-Benz C-Klasse,5,Norge,KH10646,Bruktbil til salgs,Personbil,16569,,260700,3414 Lierstranda,2001,170 g/km,,Sedan,Inklusiv,15000,,Manuell,,Svart,1569,98121774,,143,"2,1 l",
,2,Firehjulsdrift,14.05.2012,2,Diesel,Land Rover Discovery,5,Norge,RA43955,Bruktbil til salgs,Varebil,398000,,75000,9180 Skjervøy,2012,230 g/km,Terrain Response,SUV/Offroad,Inklusiv,396745,2 640 kg,Automat,Sumatra black metallic,Svart,1255,98157337,,256,3 l,Svart
,1,Forhjulsdrift,26.11.2012,5,Diesel,Volvo V70,5,Norge,,Bruktbil til salgs,Personbil,349900,625 l,60900,1788 Halden,2013,,,Stasjonsvogn,Ikke inklusiv,,1 610 kg,Automat,,Hvit,Ikke oppgitt,98162101,,163,,Skinn
,1,Firehjulsdrift,14.03.2017,5,Bensin,Mercedes-Benz GLC,5,Norge,,Bruktbil til salgs,Personbil,649000,395 l,2600,1661 Rolvsøy,2017,,,SUV/Offroad,Ikke inklusiv,642936,1 950 kg,Automat,svart met.,Svart,6064,98161976,,211,2 l,svart
,,Firehjulsdrift,,5,Bensin,Subaru Outback,5,Norge,,Bruktbil til salgs,Personbil,509000,559 l,10,5132 Nyborg,2017,,,Stasjonsvogn,Ikke inklusiv,,,Automat,Crystal Black Silica,Svart,Fritatt,98161971,,175,"2,5 l",Mørk
,,Forhjulsdrift,19.05.2008,3,Diesel,Opel Vivaro,,Norge,,Bruktbil til salgs,Varebil,129500,,84000,0668 Oslo,2008,,,Pickup,Ikke inklusiv,128245,1 924 kg,Manuell,,Grå,1255,98582949,,114,2 l,
,,Firehjulsdrift,,5,Bensin,Subaru Outback,5,Norge,,Bruktbil til salgs,Personbil,509000,559 l,10,5132 Nyborg,2017,,,Stasjonsvogn,Ikke inklusiv,,,Automat,Crystal Black Silica,Svart,Fritatt,98161971,,175,"2,5 l",Mørk
,,Forhjulsdrift,08.04.2014,5,Bensin,Volkswagen Golf,5,Norge,CF74001,Bruktbil til salgs,Personbil,239000,,46703,2013 Skjetten,2014,,,Kombi 5-dørs,Ikke inklusiv,232936,1 241 kg,Automat,LIMESTONE GRÅ MET,Grå,6064,98161876,,140,"1,4 l",TITANSORT
,,Firehjulsdrift,25.10.2012,5,Bensin,Suzuki Swift,5,Norge,KH86542,Bruktbil til salgs,Personbil,119000,211 l,41201,3048 Drammen,2012,,,Kombi 5-dørs,Ikke inklusiv,116386,1 035 kg,Manuell,,Svart,2614,94363278,"124 000,-",94,"1,2 l",
,3,Forhjulsdrift,07.07.2006,5,Bensin,Kia Magentis,4,Norge,DL39836,Bruktbil til salgs,Personbil,39999,,147411,9020 Tromsdalen,2006,191 g/km,,Sedan,Inklusiv,36339,1 432 kg,Automat,,Svart,3660,97951140,,144,2 l,
,1,Firehjulsdrift,11.11.2016,2,Diesel,Volkswagen Amarok,4,Norge,JD78090,Bruktbil til salgs,Varebil,520000,,13500,2817 Gjøvik,2017,204 g/km,4 Motion,Pickup,Ikke inklusiv,518013,2 020 kg,Automat,,Sølv,1987,98159779,,224,3 l,
,,Bakhjulsdrift,,5,Bensin,BMW 1-serie,5,Norge,BD69630,Bruktbil til salgs,Personbil,94900,,122000,4636 Kristiansand,2007,140 g/km,,Kombi 5-dørs,Inklusiv,91240,,Manuell,,Grå,3660,98161592,,143,2 l,Sort
